SessionID,Date,Page,TrafficSource,Device,Country,Browser,SessionDuration_sec,PageViews,Bounced,NewUser,Conversions,Month,DayOfWeek,SessionDuration_min
S102270,2025-12-19,Products,Referral,Mobile,Germany,Firefox,85,13,0,1,0,December,Friday,1.42
S102271,2025-06-13,About,Email,Mobile,France,Chrome,16,1,1,0,0,June,Friday,0.27
S102272,2025-03-14,Products,Referral,Mobile,USA,Opera,75,7,0,1,0,March,Friday,1.25
S102273,2025-05-16,Home,Organic Search,Mobile,USA,Safari,717,9,0,1,0,May,Friday,11.95
S102274,2025-12-19,Products,Organic Search,Desktop,India,Safari,178,6,0,1,0,December,Friday,2.97
S102275,2025-03-11,Products,Email,Desktop,UK,Firefox,96,3,0,1,0,March,Tuesday,1.6
S102276,2025-07-15,Signup,Paid Ads,Mobile,USA,Chrome,32,10,0,0,0,July,Tuesday,0.53
S102277,2025-09-26,Products,Organic Search,Mobile,USA,Chrome,770,14,0,1,0,September,Friday,12.83
S102278,2025-02-18,Products,Organic Search,Desktop,UK,Safari,309,4,0,1,0,February,Tuesday,5.15
S102279,2025-11-12,Support,Organic Search,Mobile,UK,Chrome,59,10,0,1,0,November,Wednesday,0.98
S102280,2025-05-10,Blog,Paid Ads,Mobile,India,Chrome,13,5,0,1,0,May,Saturday,0.22
S102281,2025-01-05,Products,Email,Desktop,UK,Firefox,10,12,0,1,0,January,Sunday,0.17
S102282,2025-01-27,Products,Organic Search,Tablet,USA,Chrome,23,12,0,0,0,January,Monday,0.38
S102283,2025-06-09,Login,Organic Search,Desktop,India,Edge,156,1,1,1,0,June,Monday,2.6
S102284,2025-05-29,Products,Social Media,Mobile,India,Safari,475,5,0,1,0,May,Thursday,7.92
S102285,2025-09-21,Products,Organic Search,Mobile,Canada,Firefox,123,1,1,0,0,September,Sunday,2.05
S102286,2025-08-18,Login,Email,Desktop,Australia,Chrome,333,9,0,0,0,August,Monday,5.55
S102287,2025-07-19,Home,Direct,Mobile,India,Firefox,106,7,0,1,0,July,Saturday,1.77
S102288,2025-02-19,Signup,Social Media,Mobile,UK,Chrome,221,3,0,0,1,February,Wednesday,3.68
S102289,2025-03-08,Products,Paid Ads,Desktop,UK,Chrome,236,9,0,1,0,March,Saturday,3.93
S102290,2025-10-27,Blog,Direct,Mobile,Canada,Edge,34,2,0,1,0,October,Monday,0.57
S102291,2025-02-27,Login,Organic Search,Mobile,Canada,Chrome,80,12,0,0,0,February,Thursday,1.33
S102292,2025-09-16,About,Email,Tablet,UK,Safari,182,7,0,1,0,September,Tuesday,3.03
S102293,2025-12-08,Signup,Organic Search,Desktop,India,Safari,13,9,0,1,0,December,Monday,0.22
S102294,2025-11-22,Support,Paid Ads,Desktop,USA,Edge,80,6,0,1,0,November,Saturday,1.33
S102295,2025-05-10,Products,Organic Search,Desktop,Germany,Chrome,137,10,0,0,0,May,Saturday,2.28
S102296,2025-08-03,FAQ,Paid Ads,Mobile,France,Chrome,1004,5,0,1,0,August,Sunday,16.73
S102297,2025-06-21,Home,Organic Search,Mobile,USA,Edge,115,12,0,1,0,June,Saturday,1.92
S102298,2025-09-15,Signup,Organic Search,Tablet,Germany,Safari,304,7,0,0,0,September,Monday,5.07
S102299,2025-04-12,Products,Direct,Mobile,UK,Safari,101,14,0,1,0,April,Saturday,1.68
S102300,2025-07-28,Products,Referral,Tablet,India,Safari,286,6,0,1,0,July,Monday,4.77
S102301,2025-10-18,Home,Referral,Tablet,UK,Chrome,162,5,0,1,1,October,Saturday,2.7
S102302,2025-12-20,Products,Organic Search,Desktop,India,Chrome,391,14,0,1,0,December,Saturday,6.52
S102303,2025-10-13,Home,Organic Search,Desktop,UK,Chrome,95,2,0,0,0,October,Monday,1.58
S102304,2025-04-26,FAQ,Direct,Desktop,UK,Firefox,166,8,0,1,0,April,Saturday,2.77
S102305,2025-09-21,Signup,Organic Search,Desktop,France,Chrome,178,13,0,1,0,September,Sunday,2.97
S102306,2025-05-30,Home,Email,Mobile,Canada,Firefox,97,7,0,1,0,May,Friday,1.62
S102307,2025-10-27,Home,Direct,Desktop,India,Chrome,28,6,0,1,0,October,Monday,0.47
S102308,2025-02-05,Signup,Email,Desktop,India,Chrome,17,5,0,1,0,February,Wednesday,0.28
S102309,2025-11-29,Products,Email,Desktop,Germany,Chrome,5,5,0,0,0,November,Saturday,0.08
S102310,2025-10-14,Home,Social Media,Desktop,UK,Firefox,372,9,0,1,0,October,Tuesday,6.2
S102311,2025-10-30,Blog,Paid Ads,Desktop,Australia,Edge,48,1,1,1,0,October,Thursday,0.8
S102312,2025-11-07,Products,Organic Search,Desktop,India,Safari,42,9,0,0,0,November,Friday,0.7
S102313,2025-07-27,Home,Organic Search,Desktop,Australia,Chrome,239,6,0,1,0,July,Sunday,3.98
S102314,2025-04-16,Pricing,Email,Desktop,USA,Chrome,69,4,0,1,0,April,Wednesday,1.15
S102315,2025-06-07,Contact,Organic Search,Mobile,India,Safari,126,10,0,0,0,June,Saturday,2.1
S102316,2025-05-01,Home,Organic Search,Desktop,India,Chrome,31,14,0,1,0,May,Thursday,0.52
S102317,2025-02-24,FAQ,Paid Ads,Mobile,Australia,Chrome,578,7,0,1,0,February,Monday,9.63
S102318,2025-01-12,Blog,Social Media,Mobile,USA,Chrome,343,9,0,0,0,January,Sunday,5.72
S102319,2025-05-25,About,Direct,Mobile,France,Chrome,358,5,0,0,0,May,Sunday,5.97
S102320,2025-05-16,Home,Social Media,Mobile,Germany,Chrome,93,14,0,0,0,May,Friday,1.55
S102321,2025-01-03,Home,Organic Search,Desktop,India,Chrome,258,5,0,1,0,January,Friday,4.3
S102322,2025-05-24,Products,Referral,Desktop,UK,Chrome,27,8,0,0,0,May,Saturday,0.45
S102323,2025-01-30,Home,Organic Search,Mobile,India,Chrome,5,7,0,1,0,January,Thursday,0.08
S102324,2025-08-25,Products,Social Media,Mobile,UK,Firefox,5,13,0,0,0,August,Monday,0.08
S102325,2025-10-06,Home,Email,Tablet,USA,Chrome,159,13,0,0,0,October,Monday,2.65
S102326,2025-12-14,Pricing,Direct,Mobile,UK,Chrome,109,8,0,1,0,December,Sunday,1.82
S102327,2025-04-25,Login,Email,Desktop,USA,Firefox,131,11,0,0,0,April,Friday,2.18
S102328,2025-04-14,Blog,Paid Ads,Mobile,India,Edge,5,12,0,1,1,April,Monday,0.08
S102329,2025-04-28,Pricing,Email,Mobile,India,Chrome,98,10,0,0,0,April,Monday,1.63
S102330,2025-01-05,FAQ,Organic Search,Mobile,USA,Chrome,227,2,0,0,0,January,Sunday,3.78
S102331,2025-12-26,Contact,Social Media,Desktop,France,Chrome,105,9,0,1,0,December,Friday,1.75
S102332,2025-09-05,Products,Paid Ads,Mobile,USA,Firefox,237,3,0,1,0,September,Friday,3.95
S102333,2025-12-30,Products,Direct,Desktop,Germany,Edge,47,6,0,1,1,December,Tuesday,0.78
S102334,2025-11-17,Signup,Social Media,Mobile,India,Chrome,301,6,0,1,0,November,Monday,5.02
S102335,2025-05-01,Home,Direct,Tablet,USA,Safari,159,2,0,0,0,May,Thursday,2.65
S102336,2025-10-13,Products,Organic Search,Tablet,UK,Chrome,42,12,0,0,0,October,Monday,0.7
S102337,2025-05-29,Blog,Organic Search,Mobile,Germany,Chrome,48,13,0,1,1,May,Thursday,0.8
S102338,2025-03-25,Pricing,Referral,Desktop,USA,Edge,178,7,0,1,0,March,Tuesday,2.97
S102339,2025-08-19,Login,Social Media,Desktop,USA,Chrome,318,9,0,1,0,August,Tuesday,5.3
S102340,2025-10-15,Products,Organic Search,Desktop,Germany,Chrome,96,12,0,0,0,October,Wednesday,1.6
S102341,2025-06-10,Home,Paid Ads,Mobile,USA,Opera,53,10,0,0,0,June,Tuesday,0.88
S102342,2025-09-29,Support,Direct,Mobile,India,Chrome,363,11,0,1,0,September,Monday,6.05
S102343,2025-02-07,Home,Email,Mobile,USA,Chrome,199,1,1,0,0,February,Friday,3.32
S102344,2025-08-14,Home,Organic Search,Mobile,India,Chrome,106,8,0,1,0,August,Thursday,1.77
S102345,2025-05-22,Products,Paid Ads,Mobile,France,Chrome,120,2,0,0,0,May,Thursday,2.0
S102346,2025-10-19,Login,Social Media,Mobile,UK,Chrome,41,14,0,1,1,October,Sunday,0.68
S102347,2025-05-31,Login,Email,Mobile,USA,Chrome,177,1,1,1,0,May,Saturday,2.95
S102348,2025-04-24,FAQ,Organic Search,Desktop,Canada,Firefox,79,8,0,1,1,April,Thursday,1.32
S102349,2025-08-25,Home,Organic Search,Mobile,Canada,Edge,978,2,0,1,0,August,Monday,16.3
S102350,2025-03-07,Products,Organic Search,Desktop,USA,Chrome,117,6,0,1,0,March,Friday,1.95
S102351,2025-12-27,About,Paid Ads,Mobile,Australia,Chrome,119,6,0,1,0,December,Saturday,1.98
S102352,2025-12-07,Signup,Organic Search,Tablet,India,Firefox,150,5,0,1,0,December,Sunday,2.5
S102353,2025-09-15,Products,Social Media,Desktop,Canada,Chrome,447,8,0,1,1,September,Monday,7.45
S102354,2025-09-06,Home,Organic Search,Desktop,USA,Chrome,290,3,0,0,0,September,Saturday,4.83
S102355,2025-11-27,Pricing,Organic Search,Desktop,UK,Firefox,107,13,0,1,0,November,Thursday,1.78
S102356,2025-11-19,Products,Organic Search,Desktop,India,Firefox,228,10,0,1,1,November,Wednesday,3.8
S102357,2025-06-29,Blog,Email,Mobile,France,Chrome,158,4,0,1,0,June,Sunday,2.63
S102358,2025-07-09,Signup,Email,Desktop,India,Chrome,122,7,0,1,0,July,Wednesday,2.03
S102359,2025-06-03,About,Referral,Desktop,USA,Chrome,38,7,0,1,0,June,Tuesday,0.63
S102360,2025-07-15,Home,Paid Ads,Mobile,UK,Chrome,112,13,0,0,0,July,Tuesday,1.87
S102361,2025-11-07,About,Organic Search,Mobile,UK,Chrome,50,12,0,1,0,November,Friday,0.83
S102362,2025-09-19,Products,Email,Desktop,Germany,Chrome,443,14,0,1,0,September,Friday,7.38
S102363,2025-05-23,Home,Direct,Mobile,Germany,Firefox,73,8,0,1,0,May,Friday,1.22
S102364,2025-12-08,Pricing,Paid Ads,Mobile,Germany,Edge,547,2,0,0,0,December,Monday,9.12
S102365,2025-11-12,Home,Organic Search,Desktop,India,Opera,137,11,0,0,0,November,Wednesday,2.28
S102366,2025-04-11,FAQ,Email,Mobile,USA,Firefox,179,12,0,0,0,April,Friday,2.98
S102367,2025-09-01,Home,Organic Search,Mobile,USA,Chrome,140,2,0,0,0,September,Monday,2.33
S102368,2025-01-12,About,Organic Search,Desktop,France,Chrome,24,4,0,0,0,January,Sunday,0.4
S102369,2025-08-27,About,Organic Search,Mobile,USA,Chrome,84,13,0,0,0,August,Wednesday,1.4
S102370,2025-02-18,Login,Organic Search,Mobile,India,Chrome,18,10,0,1,0,February,Tuesday,0.3
S102371,2025-02-11,Products,Direct,Mobile,UK,Opera,175,13,0,0,0,February,Tuesday,2.92
S102372,2025-06-15,Login,Email,Mobile,USA,Chrome,106,9,0,1,1,June,Sunday,1.77
S102373,2025-03-23,Login,Email,Mobile,India,Safari,270,10,0,1,0,March,Sunday,4.5
S102374,2025-10-18,FAQ,Organic Search,Mobile,Germany,Opera,44,12,0,1,0,October,Saturday,0.73
S102375,2025-06-07,Login,Organic Search,Mobile,India,Safari,32,9,0,0,0,June,Saturday,0.53
S102376,2025-08-04,Home,Direct,Mobile,UK,Safari,93,13,0,0,0,August,Monday,1.55
S102377,2025-06-07,Signup,Paid Ads,Desktop,USA,Chrome,470,13,0,1,0,June,Saturday,7.83
S102378,2025-05-14,FAQ,Organic Search,Desktop,USA,Chrome,223,4,0,1,0,May,Wednesday,3.72
S102379,2025-03-08,Support,Direct,Desktop,Canada,Chrome,97,9,0,0,0,March,Saturday,1.62
S102380,2025-12-02,Home,Organic Search,Desktop,USA,Safari,131,14,0,0,0,December,Tuesday,2.18
S102381,2025-01-07,Contact,Direct,Mobile,USA,Chrome,15,3,0,1,0,January,Tuesday,0.25
S102382,2025-01-14,Home,Organic Search,Tablet,Australia,Chrome,750,12,0,1,0,January,Tuesday,12.5
S102383,2025-03-14,About,Organic Search,Tablet,India,Chrome,197,5,0,1,0,March,Friday,3.28
S102384,2025-06-12,Pricing,Organic Search,Mobile,India,Chrome,60,10,0,1,0,June,Thursday,1.0
S102385,2025-03-07,Support,Organic Search,Tablet,India,Chrome,158,9,0,0,0,March,Friday,2.63
S102386,2025-12-13,Blog,Organic Search,Tablet,UK,Opera,20,6,0,1,0,December,Saturday,0.33
S102387,2025-05-10,Signup,Social Media,Mobile,USA,Chrome,607,3,0,0,0,May,Saturday,10.12
S102388,2025-07-25,Home,Organic Search,Desktop,UK,Chrome,34,10,0,0,0,July,Friday,0.57
S102389,2025-10-03,Home,Organic Search,Desktop,India,Chrome,187,9,0,1,0,October,Friday,3.12
S102390,2025-09-13,Blog,Organic Search,Mobile,India,Chrome,50,6,0,0,0,September,Saturday,0.83
S102391,2025-09-23,Products,Paid Ads,Desktop,UK,Chrome,227,4,0,0,0,September,Tuesday,3.78
S102392,2025-01-25,Signup,Social Media,Mobile,India,Firefox,269,14,0,1,0,January,Saturday,4.48
S102393,2025-10-08,Products,Email,Desktop,USA,Firefox,201,4,0,0,0,October,Wednesday,3.35
S102394,2025-09-10,Products,Direct,Desktop,UK,Chrome,171,8,0,0,1,September,Wednesday,2.85
S102395,2025-11-06,Blog,Organic Search,Desktop,France,Safari,401,7,0,0,0,November,Thursday,6.68
S102396,2025-10-16,About,Organic Search,Mobile,India,Edge,14,1,1,1,0,October,Thursday,0.23
S102397,2025-06-13,FAQ,Direct,Mobile,USA,Chrome,72,6,0,1,0,June,Friday,1.2
S102398,2025-04-05,Products,Social Media,Mobile,USA,Chrome,51,8,0,1,0,April,Saturday,0.85
S102399,2025-09-27,Products,Paid Ads,Desktop,Australia,Chrome,796,3,0,1,0,September,Saturday,13.27
S102400,2025-11-17,Signup,Paid Ads,Mobile,Canada,Chrome,88,14,0,1,0,November,Monday,1.47
S102401,2025-04-20,Products,Direct,Mobile,Canada,Chrome,237,9,0,0,0,April,Sunday,3.95
S102402,2025-12-02,Login,Direct,Mobile,USA,Chrome,207,10,0,1,0,December,Tuesday,3.45
S102403,2025-11-06,Home,Organic Search,Desktop,USA,Edge,42,2,0,1,0,November,Thursday,0.7
S102404,2025-08-26,Home,Organic Search,Desktop,USA,Chrome,49,14,0,1,0,August,Tuesday,0.82
S102405,2025-01-25,Support,Paid Ads,Desktop,USA,Opera,59,6,0,0,0,January,Saturday,0.98
S102406,2025-05-21,Signup,Organic Search,Mobile,Germany,Chrome,95,12,0,0,0,May,Wednesday,1.58
S102407,2025-04-27,Products,Referral,Desktop,India,Chrome,48,1,1,1,0,April,Sunday,0.8
S102408,2025-01-25,Contact,Direct,Desktop,UK,Chrome,5,12,0,1,0,January,Saturday,0.08
S102409,2025-03-20,FAQ,Direct,Desktop,Canada,Safari,380,11,0,0,0,March,Thursday,6.33
S102410,2025-03-09,Home,Organic Search,Mobile,India,Chrome,606,2,0,0,1,March,Sunday,10.1
S102411,2025-06-22,Home,Social Media,Mobile,UK,Firefox,75,13,0,0,0,June,Sunday,1.25
S102412,2025-01-12,Blog,Direct,Mobile,India,Chrome,74,5,0,0,0,January,Sunday,1.23
S102413,2025-10-15,Home,Direct,Mobile,India,Chrome,5,1,1,0,0,October,Wednesday,0.08
S102414,2025-05-08,Home,Organic Search,Desktop,India,Firefox,205,8,0,1,0,May,Thursday,3.42
S102415,2025-04-06,Signup,Organic Search,Desktop,India,Firefox,314,1,1,1,0,April,Sunday,5.23
S102416,2025-04-02,Home,Direct,Desktop,India,Chrome,28,13,0,1,0,April,Wednesday,0.47
S102417,2025-05-21,Login,Organic Search,Desktop,UK,Chrome,31,9,0,1,0,May,Wednesday,0.52
S102418,2025-01-31,Blog,Social Media,Mobile,Germany,Chrome,280,10,0,0,0,January,Friday,4.67
S102419,2025-11-30,Blog,Social Media,Mobile,India,Chrome,172,11,0,0,0,November,Sunday,2.87
S102420,2025-01-20,Pricing,Organic Search,Mobile,Australia,Safari,8,3,0,1,0,January,Monday,0.13
S102421,2025-05-26,Products,Social Media,Desktop,Australia,Chrome,175,12,0,0,0,May,Monday,2.92
S102422,2025-11-12,Home,Organic Search,Desktop,Germany,Firefox,66,2,0,1,0,November,Wednesday,1.1
S102423,2025-06-09,Home,Social Media,Desktop,USA,Firefox,82,1,1,0,0,June,Monday,1.37
S102424,2025-12-15,Login,Organic Search,Mobile,India,Firefox,264,9,0,1,0,December,Monday,4.4
S102425,2025-02-12,Home,Organic Search,Desktop,Germany,Chrome,299,4,0,0,0,February,Wednesday,4.98
S102426,2025-09-11,Home,Organic Search,Desktop,Australia,Safari,92,12,0,1,0,September,Thursday,1.53
S102427,2025-05-10,Support,Email,Mobile,USA,Firefox,529,1,1,1,0,May,Saturday,8.82
S102428,2025-03-01,Support,Organic Search,Tablet,Germany,Safari,93,1,1,1,0,March,Saturday,1.55
S102429,2025-05-31,Products,Organic Search,Desktop,India,Firefox,265,7,0,1,0,May,Saturday,4.42
S102430,2025-10-14,Home,Direct,Desktop,Germany,Chrome,119,2,0,1,0,October,Tuesday,1.98
S102431,2025-01-05,Pricing,Organic Search,Desktop,India,Chrome,410,7,0,1,0,January,Sunday,6.83
S102432,2025-09-23,Signup,Email,Mobile,UK,Chrome,429,12,0,0,0,September,Tuesday,7.15
S102433,2025-12-11,Home,Social Media,Desktop,UK,Chrome,16,7,0,1,0,December,Thursday,0.27
S102434,2025-05-10,Home,Paid Ads,Mobile,USA,Firefox,496,10,0,0,0,May,Saturday,8.27
S102435,2025-09-24,Login,Organic Search,Mobile,India,Chrome,314,14,0,0,0,September,Wednesday,5.23
S102436,2025-06-27,FAQ,Organic Search,Desktop,Canada,Chrome,282,9,0,1,0,June,Friday,4.7
S102437,2025-09-10,Login,Email,Desktop,USA,Chrome,40,13,0,1,0,September,Wednesday,0.67
S102438,2025-02-25,Home,Social Media,Desktop,UK,Chrome,294,7,0,1,0,February,Tuesday,4.9
S102439,2025-03-24,Products,Organic Search,Desktop,UK,Chrome,341,13,0,0,0,March,Monday,5.68
S102440,2025-04-09,Contact,Social Media,Desktop,Canada,Chrome,61,14,0,1,0,April,Wednesday,1.02
S102441,2025-05-29,Home,Email,Mobile,India,Firefox,547,1,1,0,0,May,Thursday,9.12
S102442,2025-11-25,Home,Organic Search,Mobile,Canada,Chrome,9,12,0,1,0,November,Tuesday,0.15
S102443,2025-06-05,About,Social Media,Desktop,India,Chrome,29,13,0,0,0,June,Thursday,0.48
S102444,2025-07-09,Blog,Organic Search,Mobile,India,Chrome,138,8,0,0,0,July,Wednesday,2.3
S102445,2025-09-20,Blog,Paid Ads,Desktop,UK,Chrome,154,8,0,0,0,September,Saturday,2.57
S102446,2025-03-21,Login,Direct,Mobile,France,Chrome,186,4,0,1,0,March,Friday,3.1
S102447,2025-09-09,Login,Organic Search,Mobile,India,Chrome,5,13,0,1,0,September,Tuesday,0.08
S102448,2025-04-07,FAQ,Direct,Mobile,USA,Chrome,581,8,0,1,0,April,Monday,9.68
S102449,2025-09-17,Signup,Referral,Desktop,USA,Chrome,8,4,0,1,0,September,Wednesday,0.13
S102450,2025-09-17,About,Email,Mobile,India,Safari,27,8,0,1,0,September,Wednesday,0.45
S102451,2025-04-13,Products,Organic Search,Mobile,France,Chrome,5,5,0,0,0,April,Sunday,0.08
S102452,2025-02-09,Blog,Social Media,Desktop,UK,Chrome,150,4,0,0,0,February,Sunday,2.5
S102453,2025-09-30,Home,Social Media,Mobile,Australia,Chrome,484,6,0,1,0,September,Tuesday,8.07
S102454,2025-04-11,FAQ,Organic Search,Mobile,USA,Edge,197,2,0,1,0,April,Friday,3.28
S102455,2025-12-25,Home,Organic Search,Desktop,USA,Firefox,311,12,0,0,0,December,Thursday,5.18
S102456,2025-11-04,Products,Social Media,Mobile,UK,Chrome,5,2,0,1,0,November,Tuesday,0.08
S102457,2025-08-09,Blog,Direct,Mobile,USA,Chrome,140,2,0,1,0,August,Saturday,2.33
S102458,2025-11-04,Blog,Organic Search,Desktop,Germany,Chrome,110,9,0,1,0,November,Tuesday,1.83
S102459,2025-05-04,Pricing,Email,Desktop,India,Safari,124,14,0,1,0,May,Sunday,2.07
S102460,2025-08-19,Blog,Direct,Desktop,USA,Chrome,13,10,0,1,1,August,Tuesday,0.22
S102461,2025-06-27,Home,Organic Search,Desktop,Canada,Chrome,207,3,0,1,1,June,Friday,3.45
S102462,2025-03-04,Home,Organic Search,Desktop,Germany,Edge,125,10,0,0,0,March,Tuesday,2.08
S102463,2025-04-26,FAQ,Social Media,Desktop,India,Chrome,260,4,0,1,0,April,Saturday,4.33
S102464,2025-07-10,About,Social Media,Desktop,Canada,Chrome,119,10,0,0,0,July,Thursday,1.98
S102465,2025-03-03,About,Social Media,Mobile,UK,Safari,29,12,0,1,0,March,Monday,0.48
S102466,2025-09-13,Products,Organic Search,Desktop,UK,Safari,188,8,0,0,0,September,Saturday,3.13
S102467,2025-01-07,Home,Social Media,Desktop,India,Firefox,34,4,0,0,0,January,Tuesday,0.57
S102468,2025-06-04,Blog,Paid Ads,Desktop,USA,Safari,370,11,0,0,0,June,Wednesday,6.17
S102469,2025-04-02,Pricing,Direct,Desktop,Australia,Edge,170,10,0,1,0,April,Wednesday,2.83
S102470,2025-01-14,Login,Organic Search,Desktop,USA,Edge,30,10,0,1,0,January,Tuesday,0.5
S102471,2025-08-17,Pricing,Email,Desktop,India,Chrome,590,13,0,1,0,August,Sunday,9.83
S102472,2025-03-27,Home,Organic Search,Mobile,USA,Chrome,131,7,0,1,0,March,Thursday,2.18
S102473,2025-05-13,Products,Organic Search,Desktop,India,Chrome,13,5,0,0,0,May,Tuesday,0.22
S102474,2025-07-02,Home,Organic Search,Desktop,Germany,Safari,177,9,0,0,0,July,Wednesday,2.95
S102475,2025-03-03,Home,Organic Search,Mobile,India,Chrome,52,4,0,0,0,March,Monday,0.87
S102476,2025-08-07,Products,Direct,Mobile,India,Chrome,293,3,0,1,0,August,Thursday,4.88
S102477,2025-09-03,About,Organic Search,Mobile,Canada,Chrome,306,13,0,1,0,September,Wednesday,5.1
S102478,2025-08-18,Pricing,Paid Ads,Mobile,USA,Chrome,694,2,0,1,0,August,Monday,11.57
S102479,2025-03-20,Pricing,Direct,Desktop,USA,Firefox,125,1,1,0,0,March,Thursday,2.08
S102480,2025-05-29,Signup,Social Media,Tablet,USA,Chrome,109,11,0,1,0,May,Thursday,1.82
S102481,2025-05-18,Login,Direct,Mobile,India,Firefox,252,6,0,1,0,May,Sunday,4.2
S102482,2025-11-10,Home,Social Media,Desktop,India,Chrome,25,10,0,1,0,November,Monday,0.42
S102483,2025-03-06,Products,Direct,Mobile,UK,Chrome,142,2,0,1,0,March,Thursday,2.37
S102484,2025-01-13,About,Email,Mobile,Germany,Edge,142,8,0,1,0,January,Monday,2.37
S102485,2025-08-01,Products,Email,Tablet,Australia,Chrome,16,6,0,0,0,August,Friday,0.27
S102486,2025-08-30,Home,Social Media,Mobile,Germany,Chrome,97,12,0,1,1,August,Saturday,1.62
S102487,2025-08-01,Home,Direct,Mobile,Canada,Opera,345,12,0,0,0,August,Friday,5.75
S102488,2025-06-30,Blog,Email,Desktop,France,Chrome,349,5,0,0,0,June,Monday,5.82
S102489,2025-12-04,Pricing,Direct,Mobile,Germany,Firefox,18,13,0,0,0,December,Thursday,0.3
S102490,2025-06-22,Pricing,Organic Search,Desktop,Australia,Firefox,17,2,0,1,0,June,Sunday,0.28
S102491,2025-06-09,Products,Organic Search,Desktop,UK,Chrome,54,7,0,1,0,June,Monday,0.9
S102492,2025-06-13,Blog,Paid Ads,Tablet,India,Chrome,373,2,0,0,0,June,Friday,6.22
S102493,2025-07-07,Blog,Organic Search,Desktop,India,Chrome,24,13,0,1,1,July,Monday,0.4
S102494,2025-07-10,Pricing,Email,Mobile,India,Chrome,229,14,0,1,0,July,Thursday,3.82
S102495,2025-11-04,Home,Organic Search,Desktop,Canada,Chrome,19,5,0,0,0,November,Tuesday,0.32
S102496,2025-09-13,Pricing,Direct,Desktop,UK,Chrome,175,2,0,1,0,September,Saturday,2.92
S102497,2025-07-02,Blog,Social Media,Mobile,Germany,Firefox,79,11,0,1,1,July,Wednesday,1.32
S102498,2025-04-27,Home,Organic Search,Desktop,USA,Firefox,279,10,0,0,0,April,Sunday,4.65
S102499,2025-10-09,Home,Email,Tablet,USA,Safari,47,11,0,0,0,October,Thursday,0.78
S102500,2025-07-15,Home,Social Media,Desktop,India,Chrome,183,11,0,0,0,July,Tuesday,3.05
S102501,2025-02-03,Blog,Direct,Desktop,Canada,Chrome,48,2,0,1,0,February,Monday,0.8
S102502,2025-02-21,Login,Social Media,Desktop,Australia,Chrome,225,7,0,1,0,February,Friday,3.75
S102503,2025-04-22,Products,Organic Search,Desktop,Germany,Opera,372,9,0,1,0,April,Tuesday,6.2
S102504,2025-09-09,Products,Direct,Desktop,India,Safari,24,5,0,1,0,September,Tuesday,0.4
S102505,2025-03-23,FAQ,Organic Search,Mobile,India,Edge,362,7,0,0,0,March,Sunday,6.03
S102506,2025-08-20,Home,Organic Search,Mobile,USA,Chrome,162,4,0,0,0,August,Wednesday,2.7
S102507,2025-08-15,Home,Paid Ads,Desktop,India,Chrome,24,2,0,0,0,August,Friday,0.4
S102508,2025-08-21,Products,Social Media,Desktop,Australia,Chrome,100,3,0,0,0,August,Thursday,1.67
S102509,2025-08-09,Pricing,Email,Mobile,India,Chrome,31,2,0,0,0,August,Saturday,0.52
S102510,2025-02-11,Contact,Social Media,Mobile,USA,Firefox,216,5,0,0,0,February,Tuesday,3.6
S102511,2025-01-21,Products,Organic Search,Desktop,UK,Chrome,256,6,0,1,0,January,Tuesday,4.27
S102512,2025-02-11,Support,Social Media,Mobile,USA,Firefox,20,7,0,0,0,February,Tuesday,0.33
S102513,2025-04-23,Pricing,Email,Mobile,India,Safari,126,3,0,1,0,April,Wednesday,2.1
S102514,2025-04-15,Home,Organic Search,Mobile,France,Chrome,303,4,0,0,0,April,Tuesday,5.05
S102515,2025-07-11,Pricing,Email,Mobile,USA,Edge,495,8,0,1,0,July,Friday,8.25
S102516,2025-01-17,Home,Social Media,Desktop,Germany,Chrome,129,4,0,1,0,January,Friday,2.15
S102517,2025-04-30,Pricing,Organic Search,Desktop,India,Firefox,540,7,0,0,0,April,Wednesday,9.0
S102518,2025-05-09,Home,Direct,Desktop,Australia,Firefox,138,12,0,0,0,May,Friday,2.3
S102519,2025-05-10,Pricing,Direct,Mobile,India,Chrome,90,6,0,1,0,May,Saturday,1.5
S102520,2025-03-01,Products,Organic Search,Desktop,UK,Chrome,339,7,0,1,0,March,Saturday,5.65
S102521,2025-02-17,Signup,Email,Mobile,USA,Firefox,122,1,1,0,0,February,Monday,2.03
S102522,2025-01-29,Products,Paid Ads,Mobile,India,Chrome,114,3,0,1,0,January,Wednesday,1.9
S102523,2025-04-07,Contact,Email,Mobile,India,Opera,121,6,0,0,0,April,Monday,2.02
S102524,2025-01-10,About,Paid Ads,Desktop,Canada,Chrome,337,3,0,0,0,January,Friday,5.62
S102525,2025-08-30,FAQ,Paid Ads,Desktop,India,Chrome,321,14,0,0,0,August,Saturday,5.35
S102526,2025-11-10,Login,Paid Ads,Desktop,Germany,Edge,93,14,0,1,0,November,Monday,1.55
S102527,2025-08-20,Home,Organic Search,Desktop,UK,Chrome,72,7,0,1,0,August,Wednesday,1.2
S102528,2025-10-04,FAQ,Direct,Desktop,USA,Chrome,121,9,0,1,0,October,Saturday,2.02
S102529,2025-10-11,Products,Organic Search,Mobile,India,Safari,153,3,0,1,1,October,Saturday,2.55
S102530,2025-07-22,Pricing,Direct,Mobile,India,Chrome,49,14,0,0,0,July,Tuesday,0.82
